Identifier,"Source String",Translation,Context,Labels,"Max. Length"
REPORT_NOTE_345,"You could switch to Tree Anarchy, which has the functionality of both these mods.","両方のMOD機能を持つ、「Tree Anarchy」に切り替えることも可能です。",REPORT_NOTE_345,,
REPORT_NOTE_346,"You may receive a 'duplicate pillar' or 'duplicate asset' message when loading a city. This is harmless.","都市をロードする際にアセットのロード部分で、「重複 (Duplicate) というメッセージが表示される」場合があります。通常のプレイでは、基本的に無視して問題ありません。",REPORT_NOTE_346,,
REPORT_NOTE_347,"You need to choose your rocket during its construction.",ロケットの建造中に使用したい、「ロケットを選択する」必要があります。,REPORT_NOTE_347,,
REPORT_NOTE_348,"You only need this mod for passenger harbours and airports. All other functionality was added to the game.",このMODが必要なのは、「旅客港と空港」だけです。他の機能は全てゲームに追加されました。,REPORT_NOTE_348,,
REPORT_NOTE_349,"You should NOT disable your Windows Firewall, as suggested in the mod description.",MODの説明で示唆されているように、「Windowsのファイアウォールを無効化」しないで下さい。,REPORT_NOTE_349,,
REPORT_NOTE_350,"You will have only about 5 to 10 seconds in which to choose your rocket.",ロケットを選択するための時間は、「約5秒〜10秒程度」しかありません。,REPORT_NOTE_350,,
REPORT_NOTE_351,"Zoning Adjuster does what Zoning toolset can do, and much more.","Zoning Adjusterは、「Zoning toolset」より高機能になっています。",REPORT_NOTE_351,,
REPORT_NOTE_352,"Broken with Plazas &amp; Promenades free Game Update 1.15.0-f5.","DLC Plazas &amp; Promenades発売で行った、「ゲーム本体のアップデート 1.15.0-f5で破損」しています。",REPORT_NOTE_352,,
REPORT_NOTE_353,"Incompatible with nearly all other mods!","他のほぼ全てのMODと互換性がありません！
",REPORT_NOTE_353,,
REPORT_NOTE_354,"Broken with Airports free Game Update 1.14 patch.","DLC Airports発売で行った、「ゲーム本体のアップデート 1.14で破損」しています。",REPORT_NOTE_354,,
REPORT_NOTE_355,"Only works on displays with a 16:9 aspect ratio.",画面のアスペクト比が、「16:9のディスプレイ」で動作します。,REPORT_NOTE_355,,
REPORT_NOTE_356,"This is the infamous ali213 mod that used to spread like a virus in the Steam Workshop. Don't use it.","かつてSteamワークショップでウイルスのように広がった、悪名高い「ali213 MOD」です。使用せずにサブスクを解除して下さい！",REPORT_NOTE_356,,
REPORT_NOTE_357,"Spawnpoints moved too far from the original spawnpoint sometimes prevent all public transport passengers.",スポーン地点を元から大きく離すと、「全ての公共交通で乗客が移動/乗降できない」可能性があります。,REPORT_NOTE_357,,
REPORT_NOTE_358,"Some UI elements from other mods have a fixed position and cant be moved or scaled correctly, making them appear in odd places.",他のMODでUI要素が固定されている場合は、「正しく移動/位置/拡大縮小が出来ずに配置がおかしくなる」場合があります。,REPORT_NOTE_358,,
REPORT_NOTE_359,"Can cause performance issues (lag or fps drops).",パフォーマンスの問題を引き起こす可能性があります。(モタつき/ラグ/fps低下),REPORT_NOTE_359,,
REPORT_NOTE_360,"Can't handle EML / Prop Anarchy Props.","EMLライブラリ/Prop Anarchyで、「配置/処理したProp」は扱えません。",REPORT_NOTE_360,,
REPORT_NOTE_361,"You must follow exactly the steps on the workshop page to use it.",使用するにはワークショップのページ内に記述されている、手順を正確に実行する必要があります。,REPORT_NOTE_361,,
REPORT_NOTE_362,"Do not work on Airport DLC roads but still can be used on all other roads. Stops on Airport DLC roads must be setup manually budget-wise.","DLC Airportsの空港道路では使用できませんが、それ以外の道路では使用可能です。空港道路にあるバス停は、路線設定ごとに予算を手動で設定する必要があります。",REPORT_NOTE_362,,
REPORT_NOTE_363,"There is not much information about this mod, but there are reports that this conflicts with other mods. Use Service Vehicle Selector 2 instead.","このMODに関する情報は少ないですが、他のMODと競合するという報告があります。代わりにService Vehicle Selector 2を使用して下さい。",REPORT_NOTE_363,,
REPORT_NOTE_364,"It takes some in-game time for the extra money to arrive.",追加の資金が充当するには、「ゲーム内で少し時間」が掛かります。,REPORT_NOTE_364,,
REPORT_NOTE_365,"Compatible with Advanced Building Level Control only when level Randomization is OFF.","レベルのランダム化が無効の場合は、「Advanced Building Level Controlと互換性」があります。",REPORT_NOTE_365,,
REPORT_NOTE_366,"Not work with actual game versions as the dependency mod Roads United Core 2.0 is not updated any more.","依存MODであるRoads United Core 2.0は更新されていないので、現在のゲームバージョンでは動作しません。",REPORT_NOTE_366,,
REPORT_NOTE_367,"Includes malicious code!",「マルウェア」が含まれています！,REPORT_NOTE_367,,
REPORT_NOTE_368,"Incompatible with any kind of automated bulldoze mods.",いずれかの自動撤去系のMODと互換性はありません。,REPORT_NOTE_368,,
REPORT_NOTE_369,"Causes game crashes.",ゲームがクラッシュする原因となります。,REPORT_NOTE_369,,
REPORT_NOTE_370,"Game might get corrupted.",ゲームが破損する可能性があります。,REPORT_NOTE_370,,
REPORT_NOTE_371,"Conflicts with various other mods.",他の様々なMODとの競合します。,REPORT_NOTE_371,,
REPORT_NOTE_372,"For several players it causes errors and is not working.",複数のプレイヤーで、エラーが発生して動作しないようです。,REPORT_NOTE_372,,
REPORT_NOTE_373,"Incompatible with Dynamic Resolution and other Camera Mods.","Dynamic Resolutionや他のカメラ系のMODと互換性はありません。",REPORT_NOTE_373,,
REPORT_NOTE_374,"This doesn't work for the new metro stations from the 'Content Creator Pack: Train Stations', and for some custom stations. You could use Move It instead for those stations.","「Content Creator Pack: Train Stations」にある地下鉄駅と、一部の駅アセットでは機能しません。 これらの駅では、Move Itを使用して下さい。",REPORT_NOTE_374,,
REPORT_NOTE_375,"Disasters are not recognized.",災害は認識されません。,REPORT_NOTE_375,,
REPORT_NOTE_376,"This might work, but it's not the best way to solve the issue. The game already solves this itself by employing some highly educated people in lower-education jobs, or you could use Employ Overeducated Workers V2 instead for a stronger effect.","まだ動作と機能していますが、「問題を解決する最善策」では無く非推奨です。今はゲーム機能で、「高学歴の労働者を低学歴の仕事でも雇用」することで解決しています。もしくはEmploy Overeducated Workers V2を使えば、より強い効果が得られます。",REPORT_NOTE_376,,
REPORT_NOTE_377,"Results are not reliable anymore. Use Compatibility Report instead.","古いので結果に信頼性が無いので、「今後はCompatibility Reportを使用」して下さい。",REPORT_NOTE_377,,
REPORT_NOTE_378,"This might not function with a 3DxWare driver version higher than 10.6.4.",3DxWareドライバのバージョンが、10.6.4より大きい場合は動作しない場合があります。,REPORT_NOTE_378,,
REPORT_NOTE_379,"The button cannot be moved, making the stats go off-screen on certain screen resolutions.",ボタン移動が出来ないので、「特定の画面解像度で統計情報が画面外に出る」ことがあります。,REPORT_NOTE_379,,
REPORT_NOTE_380,"Several users report it is not working at all.","複数のユーザーから報告: 「全く動作していない」という報告があります。",REPORT_NOTE_380,,
REPORT_NOTE_381,"Changing the time of day is no longer possible since patch 1.14.",パッチ1.14のアップデート以降で、時刻の調整/変更は出来ません。,REPORT_NOTE_381,,
REPORT_NOTE_382,"It can cause visual glitches in menu (tabs without description and/or image).","メニュー の表示 (説明や画像が無いタブ) で、不具合が発生する可能性があります。",REPORT_NOTE_382,,
REPORT_NOTE_383,"Some users report the UI as missing when not subscribed to Fine Road Tools.","ユーザーの報告: Fine Road Toolsをサブスクしていない場合は、「UIが表示されない」という報告があります。",REPORT_NOTE_383,,
REPORT_NOTE_384,"Deleting a road segment with adjusted pathfinding might cause a NullReference error.",経路探索のコストを調整した道路でセグメントを削除すると、「NullReferenceのエラーが発生」する場合があります。,REPORT_NOTE_384,,
REPORT_NOTE_385,"Several users report error messages, not working at all or side effects like noise pollution not reduced anymore.","複数のユーザーから報告: 「エラーメッセージ/動作しない/騒音公害が減少しない副作用などがある」という報告があります。",REPORT_NOTE_385,,
